Name ,Link,Comment,Emotion,Tag
Raihan Khan,https://www.facebook.com/groups/420146229762480, যারা বাংলা মুভি থেকে নাটক বেশি দেখেন তারা লাইক দেন,Positive,2
শঙ্কর রাকেশ মালাকার,https://www.facebook.com/groups/420146229762480," অনেক ভালো লাগচে নাটকটা,,,বিশেষ করে নামাজ এর সিন গুলা,,,এই রকম নাটক ফিউসারে দেখতে চাই,,,",Positive,2
Md Kader,https://www.facebook.com/groups/420146229762480," ভালো থাকুক ভালোবাসা,ভালোবাসার মানুষ গুলো",Positive,2
Rahul Ray,https://www.facebook.com/groups/420146229762480, নাটক দেখে ভালো লাগছে,Positive,2
সামিয়া ইসলাম,https://www.facebook.com/groups/420146229762480," ফাটাফাটি একটা নাটক দেখলাম, পরিচালক কে অনেক অনেক ধন্যবাদ, এমন সুন্দর একটা নাটক উপহার দেওয়ার জন্য।",Positive,2
হাকীম মেহেদী হাসান জামাল,https://www.facebook.com/groups/420146229762480, অসাধারণ। হয়তো একদিন অামিও এই ভাবে জিতে যাব,Positive,2
Md Soliman,https://www.facebook.com/groups/420146229762480, অসাধারন ছিলো।,Positive,2
Anup Mondal,https://www.facebook.com/groups/420146229762480, কাজল ভাইয়ের নাটক মানি বাংলাদেশর সেরা নাটক,Positive,2
Ḿȡ Řẫfiƍuĺ Išĺẫḿ,https://www.facebook.com/groups/420146229762480, নিশো ভাইয়া সব নাটক থেকে এই নাটকটা বেস্ট কারণ এইটা তে ইসলামিক ছিলো,Positive,2
Arafat Dhali,https://www.facebook.com/groups/420146229762480, খুব সুন্দর একটা নাটক। ২য় পার্ট করেন,Positive,2
Shajjatul Islam,https://www.facebook.com/groups/420146229762480," অসাধারণ একটি নাটক, ধন্যবাদ নামাজ পড়তে সবাইকে উৎসাহ করেন।",Positive,2
Rubina Islam Diba,https://www.facebook.com/groups/420146229762480," সুরাইয়া, আমার কলিজা,  আমি অনেক ভালোবাসি তোরে",Positive,2
S.m. Uzzal,https://www.facebook.com/groups/420146229762480, নামাজ পড়বেন ঠিকমত। it’s a life style..,Positive,2
Md Abu Tayub,https://www.facebook.com/groups/420146229762480, খুব সুন্দর,Positive,2
Md Salim,https://www.facebook.com/groups/420146229762480, খুব ভালো নাটক।,Positive,2
Rahul Das Razu,https://www.facebook.com/groups/420146229762480, সবথেকে ভালো লাগলো নামাজের বিষয়টা আমরা মুসলমান প্রত্যেকেরই নামাজ পড়াটা উত্তম আর হ্যাঁ ভাইয়া আপনাকে অনেক ধন্যবাদ,Positive,2
Saif-Al Kabir,https://www.facebook.com/groups/420146229762480, অসাধারণ গল্প আর অসাধারণ অভিনয় সব মিলিয়ে অসাধারণ,Positive,2
Zakir Hossen,https://www.facebook.com/groups/420146229762480, খুব সুন্দর লাগল,Positive,2
S Bhante,https://www.facebook.com/groups/420146229762480, এই নাটকের পোশাক গুলো ছিলো অসাধারণ,Positive,2
Mehedi E Rahman,https://www.facebook.com/groups/420146229762480, শেষের কথা গুলো কলিজায় লাগে।সব ঠিক ছিলো কিন্তুু ৩ বছর পর এসে দেখা উচিত ছিলো নাজিয়া তার জন্যই বিয়ে না করে বসে আছে তাহলে অনেক ভালো লাগতো।,Positive,2
Mehedi E Rahman,https://www.facebook.com/groups/420146229762480, মাশাআল্লাহঅমি ভাইকে অনেক ধন্যবাদ ।নামাজকে নাটকে উপস্থাপন করার জন্য,Positive,2
Mehedi E Rahman,https://www.facebook.com/groups/420146229762480, অনেক সুন্দর নাটক ভালো লাগছে,Positive,2
Md Khaled,https://www.facebook.com/groups/018582011067769," Honestly, love it ome ভাই   নাটকে ভালো একটা মেসেজ ছিলো। Best wishes brother দোয়া ও ভালবাসা",Positive,2
Arifa Akter Nsewleoty,https://www.facebook.com/groups/018582011067769, অসাধারণ,Positive,2
Rahul Ray,https://www.facebook.com/groups/018582011067769, সুন্দর লাগছে বিশেষ করে নামাজের জন্য।,Positive,2
সামিয়া ইসলাম,https://www.facebook.com/groups/018582011067769, সাভাবিক ভাবে বাংলা নাটকে নামাজের দৃশ্য দেখা যায়না তো এখন দেখে ভালো লাগছে আর টুপিও ভালো লাগছে।,Positive,2
হাকীম মেহেদী হাসান জামাল,https://www.facebook.com/groups/018582011067769," খুব ভালো লাগলো নামাজ পরার উপদেশ দেয়া , নাটক টাও সেই",Positive,2
Md Soliman,https://www.facebook.com/groups/018582011067769," -নাটকের যেই কাহিনী সেটা সত্যি ই খুব ভাল । ভাবতেই পারিনি যে গল্প টা এমন হবে । খুব ভালো সময় কাটলো নাটক টা দেখে । আশা করি , এমন আরো অনেক গল্প পাব আগামিতে ।",Positive,2
Anup Mondal,https://www.facebook.com/groups/018582011067769, নিশো ভাই সব সময়েই শেরা।ভিন্ন কিছু ছিলো নাটকের কানিতে।।ভাল্লাগছে,Positive,2
Ḿȡ Řẫfiƍuĺ Išĺẫḿ,https://www.facebook.com/groups/018582011067769, নামাজ পড়ার দৃশ্যটা অনেক ভালো লাগলো,Positive,2
Arafat Dhali,https://www.facebook.com/groups/018582011067769," ভাল লাগছে,",Positive,2
Shajjatul Islam,https://www.facebook.com/groups/018582011067769," অনেক ভালো লাগলো ফার্স্ট টাইম নামাজ কে এত টা  গুরুত্ব  দেয়ার জন্য, শুভ কামনা অমি & পলাশ ভাই",Positive,2
Rubina Islam Diba,https://www.facebook.com/groups/018582011067769," অসাধারণ """"""""একটা নাটক",Positive,2
S.m. Uzzal,https://www.facebook.com/groups/018582011067769, খুব ভাল লাগার মত,Positive,2
Md Abu Tayub,https://www.facebook.com/groups/018582011067769, নামাযের জন্য ভালো লাগলো,Positive,2
Md Salim,https://www.facebook.com/groups/018582011067769, খুব ভালো লাগলো,Positive,2
Rahul Das Razu,https://www.facebook.com/groups/018582011067769, অসাধারণ হয়েছে নাটক টা আফরান নিশো ভাই একটা জিনিস অভিনয় জগতে সেরা,Positive,2
Saif-Al Kabir,https://www.facebook.com/groups/018582011067769, মাশাআল্লাহ্ সুন্দর,Positive,2
Zakir Hossen,https://www.facebook.com/groups/018582011067769, ভাল লাগল,Positive,2
S Bhante,https://www.facebook.com/groups/018582011067769, অসাধারণ জুটি,Positive,2
Mehedi E Rahman,https://www.facebook.com/groups/018582011067769," অনেক সুন্দর একটা নাটক, তারছে বড় কথা হলো এই নাটকে নামাজের কথা বলা হয়েছে,,,???? Very nine",Positive,2
Mehedi E Rahman,https://www.facebook.com/groups/018582011067769," খুব সুন্দর একটা গল্প,,#কাজল আরফিন অমি কে ধন্যবাদ",Positive,2
Mehedi E Rahman,https://www.facebook.com/groups/018582011067769, নাটকের আরফান নিশু ভায়ের লাইফ এসটাইল গুলো অসাধারণ ছিল।,Positive,2
Md Khaled,https://www.facebook.com/groups/018582011067769, নামজ কথা শুলে খুব ভালো লাগলে,Positive,2
Arifa Akter Nsewleoty,https://www.facebook.com/groups/018582011067769, এই নাটকটি আমার কাছে অসম্ভব ভালো লাগছে।বিশেষ করে আরফিন নিশু ভাইকে।,Positive,2
Sultana Aktar,https://www.facebook.com/groups/018582011067769, সত্যি খুভ অসাধারন,Positive,2
Mahbur Rahman,https://www.facebook.com/groups/018582011067769," শেষের দুটি লাইন নাটকের পুরো সারমর্ম কে পরিবর্তন করে দিয়েছে। বছরে একটা হোক তবুও, এই রকম ভাল কাজ চাই। আর ধর্মকে প্রায়োরিটি দেওয়ায় বিশেষভাবে ধন্যবাদ জ্ঞাপন করছি,সকল সচেতন দর্শকদের পক্ষ theketake respect &love",Positive,2
Mdhassan Sureya,https://www.facebook.com/groups/018582011067769, কখনো কমেন্ট করিনাইআজ করলাম ভালো লাগলো তাই।নিশো সবসময় টুপি মাথায় নামাজ পড়েঅাবার নামাজের জন্য উপদেশ দিলো।সব মিলিয়ে ভালোই লাগলো।এটা গুড থিংকিং।,Positive,2
Simul Halder,https://www.facebook.com/groups/018582011067769, ভাই অনেক ভালো লাখছে নামাজ পড়ার কথা টা শুনে..... দোয়া করি ভাই আপনে অনেক ভাল থাকেন আমিন.......??/,Positive,2
Afsana Habib,https://www.facebook.com/groups/018582011067769, সুন্দর ম্যাসেজ দিয়েছেন বস।,Positive,2
Mahmodul Hassan,https://www.facebook.com/groups/018582011067769, অসাধারন একটা নাটক।,Positive,2
Aman Ullah Aman,https://www.facebook.com/groups/018582011067769, অনেক ভালো লাগলো,Positive,2
Sani Liza,https://www.facebook.com/groups/018582011067769, ভালো লাগলো,Positive,2
MD Firoz Khan,https://www.facebook.com/groups/018582011067769, অসাধারণ নাটক!,Positive,2
MD Adnan SY,https://www.facebook.com/groups/018582011067769, অসাধারণ নাটক,Positive,2
S M Mamun Khan,https://www.facebook.com/groups/018582011067769, আসসালামুয়ালিকুম আরেফিন ভাই এই নাটকে নামাজের মেসেজটা সবাইকে পৌঁছে দেয়ার জন্য আপনাকে অনেক অনেক ধন্যবাদ,Positive,2
Jayed Hassan,https://www.facebook.com/groups/018582011067769, অসাধারন গল্প ও নিশো,Positive,2
Sam Razz,https://www.facebook.com/groups/018582011067769, সব মিলিয়ে অসাধারণ একটা নাটক ধন্যবাদ কাজল আরেফিন অমি কে এত সুন্দর গল্পে আফরান নিশো কে নেওয়ার জন্য,Positive,2
Shis Mohammad,https://www.facebook.com/groups/018582011067769, নাটকটি দেখার পর মনে হল আসলে খুব সুন্দর একটা শিক্ষনীয় নাটক নাটকটিতে বোঝার মতো অনেক কিছু আছে জীবনে এমন অনেক ঘটনা খুব ভালো,Positive,2
Md Monir Hossain,https://www.facebook.com/groups/018582011067769, এক কথায় অসাধারণ....everything,Positive,2
Md Motiar Rahman Murad,https://www.facebook.com/groups/018582011067769, অসাধারণ একটা নাটক।সব ভালোবাসা পূর্নতা পাবে এমন তো কোনো কথা নেই।দূর থেকেই ভালোবাসা  যায়.....,Positive,2
MD Sohag,https://www.facebook.com/groups/018582011067769, অসাধারন।। আমার জানের প্রানের বান্ধবী ঘাসফড়িং আজ আমাকে বলেছিল নাটকটি দেখিস।। সত্যি বান্ধবী অনেক সুন্দর একটা নাটক।। আর তার থেকেও চির সত্যি আমি সারাজীবন তোর পাশে থাকব আমার ঘাসফড়িং।।,Positive,2
Mridul Sarkar,https://www.facebook.com/groups/018582011067769, সেকুলারদের আরেক সবক এই নাটক। বাহ চমৎকার,Positive,2
Atikul Islam Sovon,https://www.facebook.com/groups/018582011067769, অসাধারণ একটি নাটক। নামাজ পড়ার উপদেশ দেওয়ার জন্য রইল অসংখ্য ধন্যবাদ।,Positive,2
Mustakim Wolid,https://www.facebook.com/groups/018582011067769, অনেক ভালো লাগছেনাটকটি নামাজ এর জন্ন,Positive,2
Arif Rahman,https://www.facebook.com/watch.clock20," মুভির চেয়ে নাটক ভালো,বাংলাদের, কে কে একমত",Positive,2
Md. Samir Mia,https://www.facebook.com/watch.clock24, মিলটা ‍দিলে খুব ভালো লাগতো আর নামাজ নিয়ে কথা বলাই আরো বেশি ভালো লাগলো,Positive,2
Mazharul Islam,https://www.facebook.com/watch.clock25, ভালো লাগলো খুব। সত্যিই অসাধারণ। শেষটা বুকে শেল বিঁধেছে!,Positive,2
Enamul Hashan,https://www.facebook.com/watch.clock26, নিসু ভাইয়া কে পান্জাবী এন্ড টুপি খুব সুন্দর লাগছে।,Positive,2
Nazmul April,https://www.facebook.com/watch.clock27, অসাধারণ ভাই অমি,Positive,2
Saiful Amin,https://www.facebook.com/watch.clock28, পরিচালক কে অসংখ্য ধন্যবাদ নামাজ কে প্রাধান্য দেওয়া হয়েছে এ নাটকে নামাজের দৃশ্য টা খুবই ভালো লাগলো,Positive,2
Maruf Khan,https://www.facebook.com/watch.clock29," অনেক দিন পর এটা ভালো নাটক দেখলাম,",Positive,2
Mijanur Rahman TiTu,https://www.facebook.com/watch.clock01, Just Wow একটা নাটক৫ ওয়াক্ত নামাজের কথাটা খুব ভালো লেগেছে,Positive,2
Keshab Sutradhar,https://www.facebook.com/watch.clock02, নিশোকে বরাবরই ভালো লাগে কিন্তু অভিনেত্রী কে খুব একটা ভালো লাগেনা।,Positive,2
Mohammad Sohel,https://www.facebook.com/watch.clock02, আফরান নিশো মানেই অসাধারণ,Positive,2
Kazi Asif,https://www.facebook.com/watch.clock00, এই বছরের সেরা natok ছিল .. Just love u #NishoVhai,Positive,2
জাহাঙ্গীর আলম শাওন,https://www.facebook.com/watch.clock04, নামাজের বিষয় টা ভাল লাগলো #!!!Thanks,Positive,2
Md Ohid,https://www.facebook.com/watch.clock05, ভাইয়ে . .পুলিশকে ..ভয় পায় না কিন্তু কান্দে ..,Positive,2
Das Kanti Manob,https://www.facebook.com/watch.clock06, হাজারো শুরের মাঝে মসজিদের আজানটাই অনেক মধুর,Positive,2
Tarek Mahmud,https://www.facebook.com/watch.clock07, শেষের দিকে নামাজের নির্দেশনা নিশো ভাই সব সময়-ই সেরা,Positive,2
Mohammad Iqbal Hossain,https://www.facebook.com/watch.clock08, নিশো ভাইয়া যে গ্রেট তা আবারো প্রমাণ করে দিলা ধন্যবাদ অমি ভাইকে এরকম একটি অসাধারণ নাটক আমাদের মাঝে নিয়ে আসার জন্যে,Positive,2
রাসেল সিকদার,https://www.facebook.com/watch.clock09, ভাল লাকচে ভাই,Positive,2
অবুঝ মন,https://www.facebook.com/watch.clock41," নামাজ পড়তে উপদেশ দিচ্ছেন,   নাটকের পরিচালককে অসংখ্য ধন্যবাদ I প্রতিটি ভালোবাসার মানুষ যেখানেই থাকুক না কেনো সে যেনো ভালো থাকে !!",Positive,2
S. M. Mehdi Akram,https://www.facebook.com/watch.clock42," যদি ভালো লাগার প্রকাশ হাজারটা লাইক দিয়ে দেয়া যেতো তাহলে আমি দিতাম। নামাজ পড়াটা লাইফ স্টাইল ,কি সুন্দর আর গুরুত্বপূর্ণ বার্তা।",Positive,2
Mohammad Rubel,https://www.facebook.com/watch.clock42, নামাজ মুমিনদের বড় একটা সম্পদ,Positive,2
Neaz Mahmood,https://www.facebook.com/watch.clock40, আমার লাইফে দেখা সবচেয়ে সেরা নাটক।,Positive,2
Sanzid Ahmed,https://www.facebook.com/watch.clock44, পরিচালক কে অত্যন্ত ধন্যবাদ। নামাযের বিষয় টা উল্লেখ করার জন্য৷ নামায পড়া আবশ্যক প্রত্যেক মুসলিমের জন্য।,Positive,2
Jiaul Hoque Patwory,https://www.facebook.com/watch.clock45, মাশা আল্লাহ চমৎকার একটা নাটক,Positive,2
উত্তম কুমার রায়,https://www.facebook.com/watch.clock46, অসাধারণ নাটক হইছে,Positive,2
S.K. Himel,https://www.facebook.com/watch.clock47, অনেক ভালো লাগলো,Positive,2
Milon Kazi Kamal,https://www.facebook.com/watch.clock48, নাটকের মধ্য অনে ভালো  লাগছে  নামাজ পরার জন্য তাগিতে দিছে,Positive,2
Naeem Islam,https://www.facebook.com/watch.clock49, নামাজের কথাটা শুনে খুভ ভালো লাগল,Positive,2
Naam Lage Naa,https://www.facebook.com/watch.clock51, এক কথায় অসাধারণ,Positive,2
Faizul Karim Faiz,https://www.facebook.com/watch.clock52, পরিচালকে অবশ্যই ধন্যবাদ জানাবো শুধু নামাজ পড়ার এটা খুবই আমার ভালো লাগছে।,Positive,2
আশিক শিকদার,https://www.facebook.com/watch.clock52, অসাধারণ! তিশা আপু!!,Positive,2
Armanul Hoque Joy,https://www.facebook.com/watch.clock50, খুব সুন্দর,Positive,2
Keshab Sutradhar,https://www.facebook.com/watch.clock54, আফরান নিশোর ভক্তদের দেখতে চাইসবাই লাইক দিয়ে সারা দেন,Positive,2
Leo D Caprio,https://www.facebook.com/watch.clock55, নামাজের বিষয়টা ভালো লাগছে৷,Positive,2
ইউসুফ স্টোর,https://www.facebook.com/watch.clock56, নামাজ পড়া টা খুব ভালো লাগছে নিশো,Positive,2
কাজী ঈবাদুর রাহমান,https://www.facebook.com/watch.clock57, নাটকে একটা সুন্দর মেসেজ আছে সেটা হল নামাযের কথা ছিল। নিশো ভাই সুন্দর করে সেটা বলেছেন।,Positive,2
Sabbir Ahmed,https://www.facebook.com/watch.clock58," কমেন্ট না করে পারলাম না, নামাজের ব্যাপার টা অনেক ভাল্লাগছে, ধন্যবাদ পরিচালক কে lv u Nisho vaii....lv u all",Positive,2
Arpon Kumar,https://www.facebook.com/watch.clock59, নামাজের কথাটা অনেক ভালো লেগেছে। আর বন্ধুত্ব?? অসাধারণ,Positive,2
Mahfuz Raihan,https://www.facebook.com/watch.clock61, এই নাটকে সবচেয়ে ভালো লাগছে নিশু ভাইয়ের নামাজ পড়ার কথা।,Positive,2
Moklesur Rahman Ratul,https://www.facebook.com/watch.clock62, একতরফা ভালোবাসার আরো নাটক চাই,Positive,2
Md Abdul Mannan,https://www.facebook.com/watch.clock62," নামাজ পড়তে উপদেশ দিচ্ছেন, এইটাই আমাদের বড় পাওয়া",Positive,2
Fariya Binte Himu,https://www.facebook.com/watch.clock60, নামাজের কথাটা শুনে ওনেক ভালো লাগলো,Positive,2
Naimul Islam Rubel,https://www.facebook.com/watch.clock64, অনেক ভালো ছিল।,Positive,2
Nagib Anjum,https://www.facebook.com/watch.clock65, খুব ভাল্লাগছে।,Positive,2
Bijoy Mandal,https://www.facebook.com/watch.clock66, ভালো হয়েছে। ধন্যবাদ।,Positive,2
Shaikat Munsi,https://www.facebook.com/watch.clock67, সত্যিই তোমাকে অনেক ভালোবাসি ভাই,Positive,2
Ahnaf Al Tahmid Rafat,https://www.facebook.com/watch.clock68, দেশে আসলেই খুব ভালো নাটক হচ্ছে,Positive,2
Antar Bhuiyan,https://www.facebook.com/watch.clock69, আমার জীবনে যত নাটক দেখছি তার মধ্যে এটাই সেরা। ধন্যবাদ নিশু ভাই আমাদেরকে এত সুন্দর নাটক উপহার দেওয়ার জন্য।,Positive,2
Nazmul Mondol,https://www.facebook.com/watch.clock71, অসাধারণ অসাধারণ অসাধারন,Positive,2
Alok Roy Topu,https://www.facebook.com/watch.clock72, ক্কা -মাল অনেক সুন্দর ছিলো নাটকটা,Positive,2
Mahmudul Hasan,https://www.facebook.com/watch.clock72, অসাধারণ একটা নাটক,Positive,2
Ashik Mahmud,https://www.facebook.com/watch.clock70," আমার নিকট সব চেয়ে ভাল লাগছে,, নামাজ,,  পড়া,,টা নিয়ে,,",Positive,2
হুজুর মোল্লাহ,https://www.facebook.com/watch.clock74, গতানুগতিক না হয়ে একটু অন্যরকম হইছে!!  ভালো লাগছে.....,Positive,2
Krishna Barai Anik,https://www.facebook.com/watch.clock75, ভীষণ সুন্দর একটা নাটক....নিশো,Positive,2
হুজুর মোল্লাহ,https://www.facebook.com/watch.clock76, Tanjin Tisha তোমাকে খু্ব ভালোবাসি দেখে শুনে চলিও আবার তোমার যেন কোন পর্ণ ভিডিও বের না হয়!,Positive,2
Mahfuz Ahmed,https://www.facebook.com/watch.clock77," সেরা! ""নামাজ পড়ার উপদেশ""প্রত্যেক নাটকে এই রকম একটা মেসেজ থাকলে আমাদের সমাজ অনেক উপকৃত হত। #ধন্যবাদ_মি._পরিচালক",Positive,2
Mesbah Robin,https://www.facebook.com/watch.clock78, এজ কথাই অসাধারন,Positive,2
Zahid ,https://www.facebook.com/watch.clock79, ধার্মিক বিষয়টা খুব ভাল লেগেছে,Positive,2
 Zahid hasan,https://www.facebook.com/watch.clock81," খুভ সুন্দর নাটাক,,,,",Positive,2
Ashik khan,https://www.facebook.com/watch.clock82, নাটকে নামাজের উপদেশটা খুবই ভাল লেগেছে।,Positive,2
suruj miya ,https://www.facebook.com/watch.clock82," আর ১০০ জন বাকি ১০০০ পূর্ণ হতে, তাই আপনাদের সাহায্যপ্রার্থী। একটু দয়া করলে ভালো হয়। তাহলে আমার মতো শেষ সারির ইউটিউবারও স্বপ্ন দেখতে শিখবে আপনাদের হাত ধরে।",Positive,2
abdullah ,https://www.facebook.com/watch.clock80," নাটকের শেষ আংশে নিশো ভাইয়ের ম্যসেজ টা আসাধারন ছিল। আসলেই আমাদের সবাইকে নামাজ পড়া উচিত। , it's a beautiful think",Positive,2
shihab ,https://www.facebook.com/watch.clock84, এ নাটক টাই বেস্ট love u nisho vai,Positive,2
shakil khan ,https://www.facebook.com/watch.clock85, আমার দেখা অসাধারণ একটি নাটোক।আসুন আমরা ৫ ওয়াক্ত নামাজ পড়ি।,Positive,2
Nagib Anjum,https://www.facebook.com/watch.clock86, ভালো হইছে অনেক,Positive,2
Bijoy Mandal,https://www.facebook.com/watch.clock87, নাটক টা নাইস  খুব ভালো লাগল,Positive,2
Shaikat Munsi,https://www.facebook.com/watch.clock88, নামাজকে সম্মান করো নামাজ তোমাকে শ্রেষ্ঠ বানিয়ে দিবে,Positive,2
Ahnaf Al Tahmid Rafat,https://www.facebook.com/watch.clock89, অসাধারন লাগছে,Positive,2
Antar Bhuiyan,https://www.facebook.com/galleriashop24, অসাধারণ ভাল লাগছেবস নিশো,Positive,2
Nazmul Mondol,https://www.facebook.com/galleriashop25, নামাজের উপদেশ টা খুব ভালো ছিলো।,Positive,2
Alok Roy Topu,https://www.facebook.com/galleriashop26, সুন্দর ভাই৷ এভাবেই নামাজের দাওয়াত টা যেন সবসময় দেয়া হয়।,Positive,2
Mahmudul Hasan,https://www.facebook.com/galleriashop27," অনেক সুন্দর ভাই,,,,,,,,,,,,পরের নাটকের জন্য অপেক্ষা করতেছি,,,,",Positive,2
Rakibul Hasan Akul,https://www.facebook.com/Girlsshopbd204, আফরান নিশো ভাইয়ের নাটক যত দেখি ততো মুগ্ধ হয়।  শুভ কামনা রইলো ভাই আপনার জন্য.....  আপনার আরো নতুন নাটক চাই।,Positive,2
Blemish Zenith,https://www.facebook.com/Girlsshopbd205, আরফিন ভাইকে টুপি পড়া সুন্দর লাগছে,Positive,2
আহসান হাবিব,https://www.facebook.com/Girlsshopbd206, নিশো কোন অভিনেতাই না সব নাটক করবে আমার অপূর্ব ভাইয়া৷,Positive,2
MD Moklesur Rohman,https://www.facebook.com/Girlsshopbd207, খুব ভালো লাগলো,Positive,2
Arafat Rahman Anik,https://www.facebook.com/Girlsshopbd208, সত্যি অনেক ভালো লাগলো নাটক টা দেখার পর,Positive,2
NH Hridoy,https://www.facebook.com/Girlsshopbd209, খুব ভালো লাগলো ধন্যবাদ একটি অসাধারন একটি নাটক নিশু ভক্তদের মাঝে দেওয়ার জন্য।,Positive,2
Abdullah Shahin,https://www.facebook.com/Girlsshopbd241, নামাযের কথাটা সবচেয়ে বেশি ভাল লাগছে!!,Positive,2
Minhaz Ahmed,https://www.facebook.com/Girlsshopbd242, অনেক ভাল লাগল নাটকটা দেখে!!,Positive,2
Md Mohsinul Haque,https://www.facebook.com/Girlsshopbd242, অসাধারণ মেকিং,Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/Girlsshopbd240, এমন হাজারো ভালোবাসা গোপন রয়ে যায় কত বাস্তবতার ভিড়ে ।,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/Girlsshopbd244, দারুন গল্প,Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/Girlsshopbd245, নামাজ পড়ার আলটিমেট টা অনেক ভালো লাগলো,Positive,2
Sree Bhabuk,https://www.facebook.com/Girlsshopbd246, খুব আনকমন,Positive,2
Ranajit Chakraborty Ronjit,https://www.facebook.com/Girlsshopbd247, অনেক ভালোলাগছে,Positive,2
MD Rasel,https://www.facebook.com/Girlsshopbd248, সত্যি অসাধারণ,Positive,2
Md Mohsinul Haque,https://www.facebook.com/Girlsshopbd249, ভাল লাগছে,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/Girlsshopbd251, বিউটিফুল একটি নাটক নিশো বস এন্ড তানজিন তিশা বেষ্ট জুটি নাটক টা অনেক ভালো লাগছে সবমিলিয়ে নিশো বস তানজিন তিশা চমৎকার অভিনয় করেছে,Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/Girlsshopbd252, কাজল আরেফিন অমি ভাই আপনার নাটকে নামাজ পরার সীন টা ভালো লাগছে। আশা করি সব নাটকে যদি এরকম নামাজের সীন থাকে সবায় দেখতে আরো আগ্রহী হবে।,Positive,2
Ranajit Chakraborty Ronjit,https://www.facebook.com/Girlsshopbd252, নিশো তোমায় অনেক অনেক ভালোবাসি।,Positive,2
MD Rasel,https://www.facebook.com/Girlsshopbd250, অসাধারণ..... এটাই হচ্ছে সত্যিকারের বন্ধুত্ব সত্যিকারের ভালোবাসা।।।।,Positive,2
Abubakar Sdk,https://www.facebook.com/Girlsshopbd254, অসাধারণ লাগলো,Positive,2
Minhaz Ahmed,https://www.facebook.com/Girlsshopbd255, ভাল লাগলো all Time,Positive,2
Tahsin Ahmed,https://www.facebook.com/Girlsshopbd256, নামাজের দাওত টা সবচেয়ে ভালো লাগলো,Positive,2
Saad Walid,https://www.facebook.com/Girlsshopbd257, Really nice Natok..  But নামজের ব্যাপারটা খুব ভালো লাগছে।।,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/Girlsshopbd258, অসাধারণ তবে পরিবারের সবার চেষ্টায় বিয়ে করে নামাজে আগ্রহী করলে আরও সুন্দর হতো। বিশেষ করে হোটেলে যখন উনি নামাজ পড়ে নাস্তার জন্য বলেছিলেন।,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/Girlsshopbd259, অনেক সুন্দর ছিল।,Positive,2
Saad Walid,https://www.facebook.com/Girlsshopbd261, অসাধারন হয়েছে নাটক টা,Positive,2
Saad Walid,https://www.facebook.com/Girlsshopbd262, শেষে ২জন এর মাঝে মিল দিলে ভালো হইতো,Positive,2
Muhammad Shamim,https://www.facebook.com/Girlsshopbd262, নামাজ পরার অভ্যাস আছে৷৷ দারুন লাগছে,Positive,2
সুব্রত পাল,https://www.facebook.com/Girlsshopbd260, নামাজ পড়বেন ঠিকমত। it’s a life style.. আর ও'কে ও নামাজ পড়ার অভ্যাস করবেন।,Positive,2
Abdul Hoque,https://www.facebook.com/Girlsshopbd264, শেষ টা।অন্য কিছু ভেবে ছিলাম।ভেবেছিলাম বুনধুর  ভালোবাসা বুঝতে পারবে তা আর হলোনা। তার পরেও ভালো হইছে নাটকটা,Positive,2
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/Girlsshopbd265, অসাধারণ লাগছে নাটক।হাসতে হাসতে আমি শেষ। এই পথম খুব হাসলাম নাটক  দেখে।,Positive,2
Arjun Kumar Roy,https://www.facebook.com/Girlsshopbd266, আরেফিন নিশু ভাইয়ের অভিনয়টা খুব অসাধারণ লেগেছে....,Positive,2
M Faruk Ahmed,https://www.facebook.com/Girlsshopbd267, অমি ভাই ধন্যবাদ অনেক দিন পর সত্যিই এই ওয়ার্কটা বেস্ট অপেক্ষায় ছিলাম এ রকম নাটকের যেখানে ডায়লগ টা থাকবে নামাজ নিয়ে! লাভ ইউ অমি ভাই,Positive,2
Tahsin Ahmed,https://www.facebook.com/Girlsshopbd268, অসাধারণ ছিল,Positive,2
Saad Walid,https://www.facebook.com/Girlsshopbd269," নাটকতো অনেক দেখেছি কিন্তু এইটা সবচাইতে ভালো এজন্যে লাগলো যে এখানে নামাজের ব্যাপারে তাগিত দেয়া হয়েছে,,ধন্যবাদ কাজল আরেফিন অমি ভাই ও আমার বস আফরান নিসো,,এবং তানজিন তিসা",Positive,2
Mohammad Alam,https://www.facebook.com/Girlsshopbd271, বরাবরের মতোই অন্যরকম ভালো ছিলো,Positive,2
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/Girlsshopbd272," এই কম্বিনেশনের (আফরান, কাজল,তিশা,পলাশ) বেস্ট নাটক এটা..",Positive,2
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/Girlsshopbd272, বাংলা নাটকের কিংবদন্তী!!এই বয়সে অনন্য উচ্চতায় বাংলা আধুনিক নাটকের গুরু,Positive,2
